id,numdots,subdomainlevel,pathlevel,urllength,numdash,numdashinhostname,atsymbol,tildesymbol,numunderscore,numpercent,numquerycomponents,numampersand,numhash,numnumericchars,nohttps,randomstring,ipaddress,domaininsubdomains,domaininpaths,httpsinhostname,hostnamelength,pathlength,querylength,doubleslashinpath,numsensitivewords,embeddedbrandname,pctexthyperlinks,pctextresourceurls,extfavicon,insecureforms,relativeformaction,extformaction,abnormalformaction,pctnullselfredirecthyperlinks,frequentdomainnamemismatch,fakelinkinstatusbar,rightclickdisabled,popupwindow,submitinfotoemail,iframeorframe,missingtitle,imagesonlyinform,subdomainlevelrt,urllengthrt,pctextresourceurlsrt,abnormalextformactionr,extmetascriptlinkrt,pctextnullselfredirecthyperlinksrt,class_label,predicted
8833,1,0,2,41,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,18,0,0,0,0,0.0,0.0,0,1,0,0,0,0.002083333,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
8941,1,0,4,46,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,10,29,0,0,0,0,0.011695906,0.448275862,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
3058,2,1,4,97,0,0,0,0,0,0,0,4,0,7,1,1,0,0,1,0,27,63,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,1,0
9051,2,0,2,50,1,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,15,20,7,0,0,0,0.038461539,0.1,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
8608,1,0,3,38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,10,0,0,0,0,0.185714286,0.055555556,0,1,0,0,0,0.042857143,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
38,2,1,2,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,6,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
9830,2,1,1,59,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,21,0,0,0,0,0.0,0.857142857,1,1,0,0,0,0.727272727,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,0,1
3059,2,1,2,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,21,6,0,0,0,0,0.0,0.166666667,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
739,3,0,5,231,11,0,0,0,3,0,5,3,0,25,1,0,0,0,1,0,16,112,95,0,0,0,0.5,0.9375,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,-1,1,-1,0,1,0
6386,5,1,4,71,4,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,23,41,0,0,0,0,0.098484849,0.153846154,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
5639,4,0,2,130,0,0,0,0,0,3,1,0,0,7,1,0,0,0,0,0,14,16,92,0,0,0,0.017241379,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0,1
3013,2,1,3,39,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,12,0,0,0,0,0.0,0.0625,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0
8948,1,0,4,42,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,16,19,0,0,0,0,0.144578313,0.666666667,0,1,1,0,0,0.192771084,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
7736,3,1,4,64,0,0,0,0,2,0,0,0,0,7,1,1,0,0,0,0,20,37,0,0,0,0,0.128571429,0.36,0,1,1,0,0,0.014285714,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
9044,1,0,0,26,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0,0,0,0,0.095238095,0.128205128,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,0,1
5172,6,0,2,123,1,1,0,0,2,0,3,2,0,22,1,0,0,0,0,0,16,15,84,0,0,0,0.0,0.5,0,1,0,1,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,0,0,1,0,1
606,1,0,3,32,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,13,12,0,0,0,0,0.0,0.285714286,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1,0
8762,3,1,2,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,19,0,0,0,0,0.038461539,0.25,0,1,0,0,0,0.028846154,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
725,2,1,5,81,0,0,0,1,0,0,0,0,0,30,0,1,0,0,0,0,23,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1,0
5492,3,1,5,148,0,0,0,0,2,0,0,0,0,3,1,1,0,0,1,0,24,117,0,0,0,0,0.0,0.1,0,1,1,0,0,0.02,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0,1
8686,2,0,2,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,17,0,0,0,0,0.244274809,0.125,0,1,0,0,0,0.015267176,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
5182,2,0,3,63,2,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,17,39,0,0,0,0,0.072727273,0.361111111,1,1,1,0,0,0.045454546,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
1771,1,0,2,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3,0,0,0,0,0.0,0.166666667,0,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,1,1,-1,0,1,1,0
8720,1,0,3,42,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,15,20,0,0,0,0,0.427586207,0.2,0,1,0,0,0,0.020689655,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
9255,2,1,2,41,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,24,10,0,0,0,0,0.148148148,0.136363636,0,1,0,1,0,0.185185185,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
9170,4,1,2,50,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,18,14,10,0,0,0,0.018587361,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
8910,1,0,3,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,19,0,0,0,0,0.098591549,0.32,0,1,0,0,0,0.084507042,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
9529,4,1,1,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,21,0,0,0,0,0.176470588,0.068965517,0,1,1,0,0,0.019607843,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
4890,3,1,3,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,21,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
9677,2,1,3,42,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,22,13,0,0,0,0,0.038251366,0.0,0,1,0,0,0,0.005464481,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
7509,2,0,4,62,0,0,0,0,2,0,0,0,0,7,1,1,0,0,0,0,17,38,0,0,0,0,0.263829787,0.125,0,1,0,0,0,0.00212766,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
8484,1,0,2,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,22,0,0,0,0,0.230769231,0.222222222,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
8768,2,1,2,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,5,0,0,0,1,0.0,0.02,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,1
8331,2,0,2,42,2,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,17,18,0,0,0,0,0.0,0.5,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
46,3,0,2,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,21,0,0,0,0,0.5,0.675675676,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
5629,3,1,14,134,2,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,13,114,0,0,0,0,0.083333333,0.04,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0,1
9639,2,1,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,1,0,0,0,0,0.078651685,0.111111111,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
8089,2,0,4,61,1,1,0,0,0,0,0,0,0,27,1,1,0,0,0,0,13,41,0,0,0,0,0.113122172,0.140449438,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1
4719,4,0,3,179,0,0,0,0,0,0,7,7,0,25,1,0,0,0,1,0,9,24,138,0,0,0,0.034934498,1.0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,1,-1,1,1,0
4627,3,1,3,48,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,17,24,0,0,0,0,0.03930131,1.0,1,1,0,1,0,0.947598253,0,0,0,0,0,1,0,0,1,1,-1,0,-1,-1,1,0
8953,2,1,1,54,5,2,0,0,0,0,0,0,0,6,1,1,0,0,0,0,22,25,0,0,0,0,0.090909091,0.346938776,0,1,0,0,0,0.472727273,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
5139,1,0,1,99,5,0,0,0,0,4,1,0,0,9,1,0,0,0,0,0,13,6,72,0,1,0,0.738419619,0.125,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,1,1,1,-1,0,1
4266,1,0,2,58,0,0,0,0,0,0,1,1,0,9,1,1,0,0,0,0,16,6,28,0,0,0,0.258741259,0.027027027,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
6902,2,1,6,66,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,20,39,0,0,0,0,0.077777778,1.0,1,1,1,0,0,0.588888889,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,1
1116,2,0,3,133,2,0,0,0,7,0,2,2,0,8,1,1,0,0,1,0,13,25,87,0,0,0,0.0,0.333333333,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1,0
5546,1,0,6,153,0,0,0,0,11,0,0,0,0,18,1,1,0,0,1,0,18,128,0,0,0,0,0.0,0.084337349,0,1,1,0,0,0.193181818,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0,1
1615,1,0,2,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,14,8,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
7320,4,1,14,132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,104,0,0,0,0,0.15,0.038461539,0,1,0,1,0,0.0,0,0,0,0,1,0,0,1,1,-1,1,0,1,1,0,1
5218,2,1,5,119,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,20,92,0,0,0,0,0.316939891,0.2,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,1
4562,2,0,5,99,1,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,19,41,31,0,1,0,0.846153846,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,-1,1,-1,-1,1,0
835,2,1,2,53,0,0,0,0,0,0,1,0,0,5,1,1,0,0,1,0,16,4,25,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
8535,1,0,3,49,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,14,28,0,0,0,1,0.125,0.294117647,0,1,1,0,0,0.041666667,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
8044,4,0,5,83,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,16,60,0,0,0,0,0.010582011,0.166666667,1,1,1,0,0,0.005291005,0,0,0,0,1,0,0,0,1,-1,0,1,0,1,0,1
3567,2,1,5,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,30,0,0,0,0,0.221052632,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
2761,3,0,4,82,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,29,46,0,0,0,0,0.0,0.75,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1,0
7648,3,1,4,129,1,0,0,0,11,0,0,0,0,22,1,1,0,0,1,0,27,95,0,0,0,0,0.006060606,0.020556227,0,1,1,0,0,0.006060606,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0,1
